vendor_id,week_start_date,vendor_name,vendor_type,sla_target_hours,request_volume,actual_avg_hours,breach_flag,sla_compliance_pct
VEN0008,2024-02-12,Preferred Service Vendor 008,Standard,12,4046,16.87,1,0.7565
VEN0008,2024-02-19,Preferred Service Vendor 008,Standard,12,5029,16.41,1,0.7795
VEN0008,2024-02-26,Preferred Service Vendor 008,Standard,12,3300,15.38,1,0.831
VEN0008,2024-03-04,Preferred Service Vendor 008,Standard,12,5315,13.53,1,0.9235
VEN0008,2024-03-11,Preferred Service Vendor 008,Standard,12,4746,8.89,0,1.0
VEN0008,2024-03-18,Preferred Service Vendor 008,Standard,12,6023,14.64,1,0.868
VEN0008,2024-03-25,Preferred Service Vendor 008,Standard,12,3237,18.37,1,0.6815
VEN0008,2024-04-01,Preferred Service Vendor 008,Standard,12,3133,8.9,0,1.0
VEN0008,2024-04-08,Preferred Service Vendor 008,Standard,12,4648,11.65,0,1.0
VEN0008,2024-04-15,Preferred Service Vendor 008,Standard,12,3592,15.68,1,0.816
VEN0008,2024-04-22,Preferred Service Vendor 008,Standard,12,4617,8.47,0,1.0
VEN0008,2024-04-29,Preferred Service Vendor 008,Standard,12,3337,17.21,1,0.7395
VEN0008,2024-05-06,Preferred Service Vendor 008,Standard,12,4769,11.26,0,1.0
VEN0008,2024-05-13,Preferred Service Vendor 008,Standard,12,3592,9.19,0,1.0
VEN0008,2024-05-20,Preferred Service Vendor 008,Standard,12,3524,17.74,1,0.713
VEN0008,2024-05-27,Preferred Service Vendor 008,Standard,12,4698,11.95,0,1.0
VEN0008,2024-06-03,Preferred Service Vendor 008,Standard,12,5587,11.94,0,1.0
VEN0008,2024-06-10,Preferred Service Vendor 008,Standard,12,2570,15.39,1,0.8305
VEN0008,2024-06-17,Preferred Service Vendor 008,Standard,12,3833,18.33,1,0.6835
VEN0008,2024-06-24,Preferred Service Vendor 008,Standard,12,4920,18.16,1,0.692
VEN0008,2024-07-01,Preferred Service Vendor 008,Standard,12,4026,15.83,1,0.8085
VEN0008,2024-07-08,Preferred Service Vendor 008,Standard,12,2352,9.8,0,1.0
VEN0008,2024-07-15,Preferred Service Vendor 008,Standard,12,4599,19.04,1,0.648
VEN0008,2024-07-22,Preferred Service Vendor 008,Standard,12,3897,10.38,0,1.0
VEN0008,2024-07-29,Preferred Service Vendor 008,Standard,12,3224,18.58,1,0.671
VEN0008,2024-08-05,Preferred Service Vendor 008,Standard,12,6840,9.1,0,1.0
VEN0008,2024-08-12,Preferred Service Vendor 008,Standard,12,4363,17.88,1,0.706
VEN0008,2024-08-19,Preferred Service Vendor 008,Standard,12,5420,13.24,1,0.938
VEN0008,2024-08-26,Preferred Service Vendor 008,Standard,12,4791,11.52,0,1.0
VEN0008,2024-09-02,Preferred Service Vendor 008,Standard,12,3649,15.77,1,0.8115
VEN0008,2024-09-09,Preferred Service Vendor 008,Standard,12,4770,9.7,0,1.0
VEN0008,2024-09-16,Preferred Service Vendor 008,Standard,12,4003,6.66,0,1.0
VEN0008,2024-09-23,Preferred Service Vendor 008,Standard,12,4977,19.84,1,0.608
VEN0008,2024-09-30,Preferred Service Vendor 008,Standard,12,4470,8.66,0,1.0
VEN0008,2024-10-07,Preferred Service Vendor 008,Standard,12,5009,18.41,1,0.6795
VEN0008,2024-10-14,Preferred Service Vendor 008,Standard,12,4784,16.68,1,0.766
VEN0008,2024-10-21,Preferred Service Vendor 008,Standard,12,3187,8.93,0,1.0
VEN0008,2024-10-28,Preferred Service Vendor 008,Standard,12,2963,17.2,1,0.74
VEN0008,2024-11-04,Preferred Service Vendor 008,Standard,12,6413,15.7,1,0.815
VEN0008,2024-11-11,Preferred Service Vendor 008,Standard,12,4303,16.45,1,0.7775
VEN0008,2024-11-18,Preferred Service Vendor 008,Standard,12,4611,14.73,1,0.8635
VEN0008,2024-11-25,Preferred Service Vendor 008,Standard,12,4339,11.82,0,1.0
VEN0008,2024-12-02,Preferred Service Vendor 008,Standard,12,4016,11.58,0,1.0
VEN0008,2024-12-09,Preferred Service Vendor 008,Standard,12,3773,8.8,0,1.0
VEN0008,2024-12-16,Preferred Service Vendor 008,Standard,12,4022,13.94,1,0.903
VEN0008,2024-12-23,Preferred Service Vendor 008,Standard,12,4134,16.49,1,0.7755
VEN0008,2024-12-30,Preferred Service Vendor 008,Standard,12,3321,17.81,1,0.7095
VEN0009,2023-01-02,Preferred Service Vendor 009,Standard,8,3913,7.52,0,1.0
VEN0009,2023-01-09,Preferred Service Vendor 009,Standard,8,2779,11.97,1,0.8015
VEN0009,2023-01-16,Preferred Service Vendor 009,Standard,8,5415,7.77,0,1.0
VEN0009,2023-01-23,Preferred Service Vendor 009,Standard,8,2477,10.68,1,0.866
VEN0009,2023-01-30,Preferred Service Vendor 009,Standard,8,4672,11.6,1,0.82
VEN0009,2023-02-06,Preferred Service Vendor 009,Standard,8,3318,7.62,0,1.0
VEN0009,2023-02-13,Preferred Service Vendor 009,Standard,8,3902,5.73,0,1.0
VEN0009,2023-02-20,Preferred Service Vendor 009,Standard,8,3036,11.91,1,0.8045
VEN0009,2023-02-27,Preferred Service Vendor 009,Standard,8,4831,6.18,0,1.0
VEN0009,2023-03-06,Preferred Service Vendor 009,Standard,8,3575,12.09,1,0.7955
VEN0009,2023-03-13,Preferred Service Vendor 009,Standard,8,5183,6.4,0,1.0
VEN0009,2023-03-20,Preferred Service Vendor 009,Standard,8,4142,6.04,0,1.0
VEN0009,2023-03-27,Preferred Service Vendor 009,Standard,8,4970,10.52,1,0.874
VEN0009,2023-04-03,Preferred Service Vendor 009,Standard,8,4753,11.59,1,0.8205
VEN0009,2023-04-10,Preferred Service Vendor 009,Standard,8,4473,11.15,1,0.8425
VEN0009,2023-04-17,Preferred Service Vendor 009,Standard,8,4551,10.46,1,0.877
VEN0009,2023-04-24,Preferred Service Vendor 009,Standard,8,2768,7.41,0,1.0
VEN0009,2023-05-01,Preferred Service Vendor 009,Standard,8,5420,9.86,1,0.907
VEN0009,2023-05-08,Preferred Service Vendor 009,Standard,8,5960,11.46,1,0.827
VEN0009,2023-05-15,Preferred Service Vendor 009,Standard,8,4563,8.9,1,0.955
VEN0009,2023-05-22,Preferred Service Vendor 009,Standard,8,4349,7.6,0,1.0
VEN0009,2023-05-29,Preferred Service Vendor 009,Standard,8,5407,9.14,1,0.943
VEN0009,2023-06-05,Preferred Service Vendor 009,Standard,8,5398,8.41,1,0.9795
VEN0009,2023-06-12,Preferred Service Vendor 009,Standard,8,3424,7.58,0,1.0
VEN0009,2023-06-19,Preferred Service Vendor 009,Standard,8,4177,6.36,0,1.0
VEN0009,2023-06-26,Preferred Service Vendor 009,Standard,8,4384,7.48,0,1.0
VEN0009,2023-07-03,Preferred Service Vendor 009,Standard,8,5362,8.86,1,0.957
VEN0009,2023-07-10,Preferred Service Vendor 009,Standard,8,3653,5.92,0,1.0
VEN0009,2023-07-17,Preferred Service Vendor 009,Standard,8,3996,8.8,1,0.96
VEN0009,2023-07-24,Preferred Service Vendor 009,Standard,8,3267,8.28,1,0.986
VEN0009,2023-07-31,Preferred Service Vendor 009,Standard,8,5165,7.41,0,1.0
VEN0009,2023-08-07,Preferred Service Vendor 009,Standard,8,1064,7.45,0,1.0
VEN0009,2023-08-14,Preferred Service Vendor 009,Standard,8,4533,7.24,0,1.0
VEN0009,2023-08-21,Preferred Service Vendor 009,Standard,8,2694,8.67,1,0.9665
VEN0009,2023-08-28,Preferred Service Vendor 009,Standard,8,5177,9.28,1,0.936
VEN0009,2023-09-04,Preferred Service Vendor 009,Standard,8,2936,6.2,0,1.0
VEN0009,2023-09-11,Preferred Service Vendor 009,Standard,8,3977,12.23,1,0.7885
VEN0009,2023-09-18,Preferred Service Vendor 009,Standard,8,3803,10.83,1,0.8585
VEN0009,2023-09-25,Preferred Service Vendor 009,Standard,8,4728,6.07,0,1.0
VEN0009,2023-10-02,Preferred Service Vendor 009,Standard,8,4730,12.33,1,0.7835
VEN0009,2023-10-09,Preferred Service Vendor 009,Standard,8,5778,8.57,1,0.9715
VEN0009,2023-10-16,Preferred Service Vendor 009,Standard,8,3548,8.78,1,0.961
VEN0009,2023-10-23,Preferred Service Vendor 009,Standard,8,5569,9.42,1,0.929
VEN0009,2023-10-30,Preferred Service Vendor 009,Standard,8,4388,5.55,0,1.0
VEN0009,2023-11-06,Preferred Service Vendor 009,Standard,8,4209,5.82,0,1.0
VEN0009,2023-11-13,Preferred Service Vendor 009,Standard,8,3935,9.66,1,0.917
VEN0009,2023-11-20,Preferred Service Vendor 009,Standard,8,4527,8.57,1,0.9715
VEN0009,2023-11-27,Preferred Service Vendor 009,Standard,8,4187,8.28,1,0.986
VEN0009,2023-12-04,Preferred Service Vendor 009,Standard,8,2909,4.39,0,1.0
VEN0009,2023-12-11,Preferred Service Vendor 009,Standard,8,2088,6.91,0,1.0
VEN0009,2023-12-18,Preferred Service Vendor 009,Standard,8,4087,8.23,1,0.9885
VEN0009,2023-12-25,Preferred Service Vendor 009,Standard,8,5073,10.79,1,0.8605
VEN0009,2024-01-01,Preferred Service Vendor 009,Standard,8,4606,6.06,0,1.0
VEN0009,2024-01-08,Preferred Service Vendor 009,Standard,8,4495,11.52,1,0.824
VEN0009,2024-01-15,Preferred Service Vendor 009,Standard,8,4108,4.88,0,1.0
VEN0009,2024-01-22,Preferred Service Vendor 009,Standard,8,5444,8.33,1,0.9835
VEN0009,2024-01-29,Preferred Service Vendor 009,Standard,8,3737,4.33,0,1.0
VEN0009,2024-02-05,Preferred Service Vendor 009,Standard,8,3129,4.14,0,1.0
VEN0009,2024-02-12,Preferred Service Vendor 009,Standard,8,5775,11.98,1,0.801
VEN0009,2024-02-19,Preferred Service Vendor 009,Standard,8,2302,10.33,1,0.8835
VEN0009,2024-02-26,Preferred Service Vendor 009,Standard,8,4800,10.28,1,0.886
VEN0009,2024-03-04,Preferred Service Vendor 009,Standard,8,5001,6.66,0,1.0
VEN0009,2024-03-11,Preferred Service Vendor 009,Standard,8,3915,6.99,0,1.0
VEN0009,2024-03-18,Preferred Service Vendor 009,Standard,8,1947,11.25,1,0.8375
VEN0009,2024-03-25,Preferred Service Vendor 009,Standard,8,4803,7.43,0,1.0
VEN0009,2024-04-01,Preferred Service Vendor 009,Standard,8,4239,6.91,0,1.0
VEN0009,2024-04-08,Preferred Service Vendor 009,Standard,8,4181,5.59,0,1.0
VEN0009,2024-04-15,Preferred Service Vendor 009,Standard,8,3101,5.25,0,1.0
VEN0009,2024-04-22,Preferred Service Vendor 009,Standard,8,6488,11.66,1,0.817
VEN0009,2024-04-29,Preferred Service Vendor 009,Standard,8,5241,12.31,1,0.7845
VEN0009,2024-05-06,Preferred Service Vendor 009,Standard,8,5050,10.25,1,0.8875
VEN0009,2024-05-13,Preferred Service Vendor 009,Standard,8,2667,10.58,1,0.871
VEN0009,2024-05-20,Preferred Service Vendor 009,Standard,8,5989,9.44,1,0.928
VEN0009,2024-05-27,Preferred Service Vendor 009,Standard,8,4298,9.98,1,0.901
VEN0009,2024-06-03,Preferred Service Vendor 009,Standard,8,4595,6.63,0,1.0
VEN0009,2024-06-10,Preferred Service Vendor 009,Standard,8,3977,8.75,1,0.9625
VEN0009,2024-06-17,Preferred Service Vendor 009,Standard,8,5380,4.22,0,1.0
VEN0009,2024-06-24,Preferred Service Vendor 009,Standard,8,4334,10.64,1,0.868
VEN0009,2024-07-01,Preferred Service Vendor 009,Standard,8,4134,5.41,0,1.0
VEN0009,2024-07-08,Preferred Service Vendor 009,Standard,8,3477,7.95,0,1.0
VEN0009,2024-07-15,Preferred Service Vendor 009,Standard,8,2652,8.59,1,0.9705
VEN0009,2024-07-22,Preferred Service Vendor 009,Standard,8,2523,8.83,1,0.9585
VEN0009,2024-07-29,Preferred Service Vendor 009,Standard,8,3393,10.96,1,0.852
VEN0009,2024-08-05,Preferred Service Vendor 009,Standard,8,3209,6.77,0,1.0
VEN0009,2024-08-12,Preferred Service Vendor 009,Standard,8,7296,12.71,1,0.7645
VEN0009,2024-08-19,Preferred Service Vendor 009,Standard,8,4969,8.37,1,0.9815
VEN0009,2024-08-26,Preferred Service Vendor 009,Standard,8,4672,5.83,0,1.0
VEN0009,2024-09-02,Preferred Service Vendor 009,Standard,8,5451,13.91,1,0.7045
VEN0009,2024-09-09,Preferred Service Vendor 009,Standard,8,3699,7.04,0,1.0
VEN0009,2024-09-16,Preferred Service Vendor 009,Standard,8,4250,7.58,0,1.0
VEN0009,2024-09-23,Preferred Service Vendor 009,Standard,8,3271,6.02,0,1.0
VEN0009,2024-09-30,Preferred Service Vendor 009,Standard,8,5267,11.94,1,0.803
VEN0009,2024-10-07,Preferred Service Vendor 009,Standard,8,6140,9.16,1,0.942
VEN0009,2024-10-14,Preferred Service Vendor 009,Standard,8,3242,8.27,1,0.9865
VEN0009,2024-10-21,Preferred Service Vendor 009,Standard,8,4196,9.4,1,0.93
VEN0009,2024-10-28,Preferred Service Vendor 009,Standard,8,4299,8.59,1,0.9705
VEN0009,2024-11-04,Preferred Service Vendor 009,Standard,8,5029,11.27,1,0.8365
VEN0009,2024-11-11,Preferred Service Vendor 009,Standard,8,5829,7.61,0,1.0
VEN0009,2024-11-18,Preferred Service Vendor 009,Standard,8,2972,11.72,1,0.814
VEN0009,2024-11-25,Preferred Service Vendor 009,Standard,8,2414,9.77,1,0.9115
VEN0009,2024-12-02,Preferred Service Vendor 009,Standard,8,3076,5.06,0,1.0
VEN0009,2024-12-09,Preferred Service Vendor 009,Standard,8,2844,5.68,0,1.0
VEN0009,2024-12-16,Preferred Service Vendor 009,Standard,8,2118,8.09,1,0.9955
VEN0009,2024-12-23,Preferred Service Vendor 009,Standard,8,4770,9.14,1,0.943
VEN0009,2024-12-30,Preferred Service Vendor 009,Standard,8,4159,9.84,1,0.908
VEN0010,2023-01-02,Preferred Service Vendor 010,Strategic,8,2600,5.25,0,1.0
VEN0010,2023-01-09,Preferred Service Vendor 010,Strategic,8,5881,7.78,0,1.0
VEN0010,2023-01-16,Preferred Service Vendor 010,Strategic,8,4796,6.99,0,1.0
VEN0010,2023-01-23,Preferred Service Vendor 010,Strategic,8,4122,8.58,1,0.971
VEN0010,2023-01-30,Preferred Service Vendor 010,Strategic,8,3227,9.18,1,0.941
VEN0010,2023-02-06,Preferred Service Vendor 010,Strategic,8,5709,5.36,0,1.0
VEN0010,2023-02-13,Preferred Service Vendor 010,Strategic,8,5440,8.98,1,0.951
VEN0010,2023-02-20,Preferred Service Vendor 010,Strategic,8,4496,10.84,1,0.858
VEN0010,2023-02-27,Preferred Service Vendor 010,Strategic,8,5232,10.53,1,0.8735
VEN0010,2023-03-06,Preferred Service Vendor 010,Strategic,8,4636,7.88,0,1.0
VEN0010,2023-03-13,Preferred Service Vendor 010,Strategic,8,1319,7.3,0,1.0
VEN0010,2023-03-20,Preferred Service Vendor 010,Strategic,8,5568,6.75,0,1.0
VEN0010,2023-03-27,Preferred Service Vendor 010,Strategic,8,2567,9.38,1,0.931
VEN0010,2023-04-03,Preferred Service Vendor 010,Strategic,8,3954,11.02,1,0.849
VEN0010,2023-04-10,Preferred Service Vendor 010,Strategic,8,4073,10.37,1,0.8815
VEN0010,2023-04-17,Preferred Service Vendor 010,Strategic,8,3461,5.86,0,1.0
VEN0010,2023-04-24,Preferred Service Vendor 010,Strategic,8,3243,9.18,1,0.941
VEN0010,2023-05-01,Preferred Service Vendor 010,Strategic,8,6728,6.49,0,1.0
VEN0010,2023-05-08,Preferred Service Vendor 010,Strategic,8,4460,12.29,1,0.7855
VEN0010,2023-05-15,Preferred Service Vendor 010,Strategic,8,5562,6.1,0,1.0
VEN0010,2023-05-22,Preferred Service Vendor 010,Strategic,8,4289,11.98,1,0.801
VEN0010,2023-05-29,Preferred Service Vendor 010,Strategic,8,5272,8.37,1,0.9815
VEN0010,2023-06-05,Preferred Service Vendor 010,Strategic,8,4242,4.98,0,1.0
VEN0010,2023-06-12,Preferred Service Vendor 010,Strategic,8,5323,6.73,0,1.0
VEN0010,2023-06-19,Preferred Service Vendor 010,Strategic,8,3148,4.07,0,1.0
VEN0010,2023-06-26,Preferred Service Vendor 010,Strategic,8,4814,6.59,0,1.0
VEN0010,2023-07-03,Preferred Service Vendor 010,Strategic,8,3194,8.61,1,0.9695
VEN0010,2023-07-10,Preferred Service Vendor 010,Strategic,8,4485,7.12,0,1.0
VEN0010,2023-07-17,Preferred Service Vendor 010,Strategic,8,5211,11.77,1,0.8115
VEN0010,2023-07-24,Preferred Service Vendor 010,Strategic,8,4882,11.14,1,0.843
VEN0010,2023-07-31,Preferred Service Vendor 010,Strategic,8,3025,7.83,0,1.0
VEN0010,2023-08-07,Preferred Service Vendor 010,Strategic,8,2960,6.27,0,1.0
VEN0010,2023-08-14,Preferred Service Vendor 010,Strategic,8,5129,5.47,0,1.0
VEN0010,2023-08-21,Preferred Service Vendor 010,Strategic,8,3076,9.26,1,0.937
VEN0010,2023-08-28,Preferred Service Vendor 010,Strategic,8,5180,3.69,0,1.0
VEN0010,2023-09-04,Preferred Service Vendor 010,Strategic,8,5047,7.61,0,1.0
VEN0010,2023-09-11,Preferred Service Vendor 010,Strategic,8,4834,9.42,1,0.929
VEN0010,2023-09-18,Preferred Service Vendor 010,Strategic,8,5241,12.68,1,0.766
VEN0010,2023-09-25,Preferred Service Vendor 010,Strategic,8,5035,7.99,0,1.0
VEN0010,2023-10-02,Preferred Service Vendor 010,Strategic,8,4734,5.84,0,1.0
VEN0010,2023-10-09,Preferred Service Vendor 010,Strategic,8,4606,5.98,0,1.0
VEN0010,2023-10-16,Preferred Service Vendor 010,Strategic,8,3348,8.88,1,0.956
VEN0010,2023-10-23,Preferred Service Vendor 010,Strategic,8,3791,10.25,1,0.8875
VEN0010,2023-10-30,Preferred Service Vendor 010,Strategic,8,2800,6.64,0,1.0
VEN0010,2023-11-06,Preferred Service Vendor 010,Strategic,8,4147,11.45,1,0.8275
VEN0010,2023-11-13,Preferred Service Vendor 010,Strategic,8,5466,9.64,1,0.918
VEN0010,2023-11-20,Preferred Service Vendor 010,Strategic,8,5808,8.54,1,0.973
VEN0010,2023-11-27,Preferred Service Vendor 010,Strategic,8,5976,9.48,1,0.926
VEN0010,2023-12-04,Preferred Service Vendor 010,Strategic,8,3566,6.11,0,1.0
VEN0010,2023-12-11,Preferred Service Vendor 010,Strategic,8,5912,8.33,1,0.9835
VEN0010,2023-12-18,Preferred Service Vendor 010,Strategic,8,4947,7.75,0,1.0
VEN0010,2023-12-25,Preferred Service Vendor 010,Strategic,8,4404,6.8,0,1.0
VEN0010,2024-01-01,Preferred Service Vendor 010,Strategic,8,4560,6.17,0,1.0
VEN0010,2024-01-08,Preferred Service Vendor 010,Strategic,8,4448,12.64,1,0.768
VEN0010,2024-01-15,Preferred Service Vendor 010,Strategic,8,4741,5.48,0,1.0
VEN0010,2024-01-22,Preferred Service Vendor 010,Strategic,8,2562,10.81,1,0.8595
VEN0010,2024-01-29,Preferred Service Vendor 010,Strategic,8,5054,12.71,1,0.7645
VEN0010,2024-02-05,Preferred Service Vendor 010,Strategic,8,3082,11.59,1,0.8205
VEN0010,2024-02-12,Preferred Service Vendor 010,Strategic,8,2221,8.97,1,0.9515
VEN0010,2024-02-19,Preferred Service Vendor 010,Strategic,8,4445,5.86,0,1.0
VEN0010,2024-02-26,Preferred Service Vendor 010,Strategic,8,5574,10.63,1,0.8685
VEN0010,2024-03-04,Preferred Service Vendor 010,Strategic,8,4200,3.48,0,1.0
VEN0010,2024-03-11,Preferred Service Vendor 010,Strategic,8,3136,10.49,1,0.8755
VEN0010,2024-03-18,Preferred Service Vendor 010,Strategic,8,1871,9.32,1,0.934
VEN0010,2024-03-25,Preferred Service Vendor 010,Strategic,8,4889,12.98,1,0.751
VEN0010,2024-04-01,Preferred Service Vendor 010,Strategic,8,4351,8.5,1,0.975
VEN0010,2024-04-08,Preferred Service Vendor 010,Strategic,8,2681,9.03,1,0.9485
VEN0010,2024-04-15,Preferred Service Vendor 010,Strategic,8,2113,9.05,1,0.9475
VEN0010,2024-04-22,Preferred Service Vendor 010,Strategic,8,6702,5.72,0,1.0
VEN0010,2024-04-29,Preferred Service Vendor 010,Strategic,8,3266,10.61,1,0.8695
VEN0010,2024-05-06,Preferred Service Vendor 010,Strategic,8,6089,9.53,1,0.9235
VEN0010,2024-05-13,Preferred Service Vendor 010,Strategic,8,5024,12.04,1,0.798
VEN0010,2024-05-20,Preferred Service Vendor 010,Strategic,8,3244,6.3,0,1.0
VEN0010,2024-05-27,Preferred Service Vendor 010,Strategic,8,3192,7.06,0,1.0
VEN0010,2024-06-03,Preferred Service Vendor 010,Strategic,8,3797,9.04,1,0.948
VEN0010,2024-06-10,Preferred Service Vendor 010,Strategic,8,4855,4.19,0,1.0
VEN0010,2024-06-17,Preferred Service Vendor 010,Strategic,8,4908,7.61,0,1.0
VEN0010,2024-06-24,Preferred Service Vendor 010,Strategic,8,5414,7.37,0,1.0
VEN0010,2024-07-01,Preferred Service Vendor 010,Strategic,8,3877,10.22,1,0.889
VEN0010,2024-07-08,Preferred Service Vendor 010,Strategic,8,4890,8.75,1,0.9625
VEN0010,2024-07-15,Preferred Service Vendor 010,Strategic,8,3258,6.36,0,1.0
VEN0010,2024-07-22,Preferred Service Vendor 010,Strategic,8,4339,8.59,1,0.9705
VEN0010,2024-07-29,Preferred Service Vendor 010,Strategic,8,4628,11.02,1,0.849
VEN0010,2024-08-05,Preferred Service Vendor 010,Strategic,8,6601,6.3,0,1.0
VEN0010,2024-08-12,Preferred Service Vendor 010,Strategic,8,4637,13.38,1,0.731
VEN0010,2024-08-19,Preferred Service Vendor 010,Strategic,8,4423,9.12,1,0.944
VEN0010,2024-08-26,Preferred Service Vendor 010,Strategic,8,5704,11.24,1,0.838
VEN0010,2024-09-02,Preferred Service Vendor 010,Strategic,8,5988,10.61,1,0.8695
VEN0010,2024-09-09,Preferred Service Vendor 010,Strategic,8,5198,10.77,1,0.8615
VEN0010,2024-09-16,Preferred Service Vendor 010,Strategic,8,4704,12.17,1,0.7915
VEN0010,2024-09-23,Preferred Service Vendor 010,Strategic,8,5502,10.66,1,0.867
VEN0010,2024-09-30,Preferred Service Vendor 010,Strategic,8,5089,11.71,1,0.8145
VEN0010,2024-10-07,Preferred Service Vendor 010,Strategic,8,4696,9.94,1,0.903
VEN0010,2024-10-14,Preferred Service Vendor 010,Strategic,8,4506,7.88,0,1.0
VEN0010,2024-10-21,Preferred Service Vendor 010,Strategic,8,7133,10.66,1,0.867
VEN0010,2024-10-28,Preferred Service Vendor 010,Strategic,8,5571,5.53,0,1.0
VEN0010,2024-11-04,Preferred Service Vendor 010,Strategic,8,3505,9.0,1,0.95
VEN0010,2024-11-11,Preferred Service Vendor 010,Strategic,8,4900,9.73,1,0.9135
VEN0010,2024-11-18,Preferred Service Vendor 010,Strategic,8,4980,6.43,0,1.0
VEN0010,2024-11-25,Preferred Service Vendor 010,Strategic,8,4029,5.62,0,1.0
VEN0010,2024-12-02,Preferred Service Vendor 010,Strategic,8,3550,10.06,1,0.897
VEN0010,2024-12-09,Preferred Service Vendor 010,Strategic,8,4606,7.35,0,1.0
VEN0010,2024-12-16,Preferred Service Vendor 010,Strategic,8,2978,9.62,1,0.919
VEN0010,2024-12-23,Preferred Service Vendor 010,Strategic,8,3393,6.33,0,1.0
VEN0010,2024-12-30,Preferred Service Vendor 010,Strategic,8,3437,11.83,1,0.8085
VEN0011,2023-01-02,Preferred Service Vendor 011,Standard,4,4317,5.64,1,0.918
VEN0011,2023-01-09,Preferred Service Vendor 011,Standard,4,6030,4.52,1,0.974
VEN0011,2023-01-16,Preferred Service Vendor 011,Standard,4,4095,2.89,0,1.0
VEN0011,2023-01-23,Preferred Service Vendor 011,Standard,4,3640,4.61,1,0.9695
VEN0011,2023-01-30,Preferred Service Vendor 011,Standard,4,3955,3.41,0,1.0
VEN0011,2023-02-06,Preferred Service Vendor 011,Standard,4,5344,5.59,1,0.9205
VEN0011,2023-02-13,Preferred Service Vendor 011,Standard,4,5921,4.74,1,0.963
VEN0011,2023-02-20,Preferred Service Vendor 011,Standard,4,3384,4.79,1,0.9605
VEN0011,2023-02-27,Preferred Service Vendor 011,Standard,4,2927,5.39,1,0.9305
VEN0011,2023-03-06,Preferred Service Vendor 011,Standard,4,4754,4.7,1,0.965
VEN0011,2023-03-13,Preferred Service Vendor 011,Standard,4,5284,2.79,0,1.0
VEN0011,2023-03-20,Preferred Service Vendor 011,Standard,4,6151,5.64,1,0.918
VEN0011,2023-03-27,Preferred Service Vendor 011,Standard,4,4659,6.23,1,0.8885
VEN0011,2023-04-03,Preferred Service Vendor 011,Standard,4,6152,3.81,0,1.0
VEN0011,2023-04-10,Preferred Service Vendor 011,Standard,4,4327,3.37,0,1.0
VEN0011,2023-04-17,Preferred Service Vendor 011,Standard,4,2140,3.22,0,1.0
VEN0011,2023-04-24,Preferred Service Vendor 011,Standard,4,5648,6.1,1,0.895
VEN0011,2023-05-01,Preferred Service Vendor 011,Standard,4,4585,5.99,1,0.9005
VEN0011,2023-05-08,Preferred Service Vendor 011,Standard,4,4557,4.2,1,0.99
VEN0011,2023-05-15,Preferred Service Vendor 011,Standard,4,3643,3.89,0,1.0
VEN0011,2023-05-22,Preferred Service Vendor 011,Standard,4,6242,2.31,0,1.0
VEN0011,2023-05-29,Preferred Service Vendor 011,Standard,4,5482,3.33,0,1.0
VEN0011,2023-06-05,Preferred Service Vendor 011,Standard,4,5196,4.5,1,0.975
VEN0011,2023-06-12,Preferred Service Vendor 011,Standard,4,3111,4.37,1,0.9815
VEN0011,2023-06-19,Preferred Service Vendor 011,Standard,4,4132,5.9,1,0.905
VEN0011,2023-06-26,Preferred Service Vendor 011,Standard,4,3772,3.83,0,1.0
VEN0011,2023-07-03,Preferred Service Vendor 011,Standard,4,4010,4.0,0,1.0
VEN0011,2023-07-10,Preferred Service Vendor 011,Standard,4,3141,4.07,1,0.9965
VEN0011,2023-07-17,Preferred Service Vendor 011,Standard,4,4792,3.33,0,1.0
VEN0011,2023-07-24,Preferred Service Vendor 011,Standard,4,1605,3.53,0,1.0
VEN0011,2023-07-31,Preferred Service Vendor 011,Standard,4,3467,6.11,1,0.8945
VEN0011,2023-08-07,Preferred Service Vendor 011,Standard,4,3110,5.1,1,0.945
VEN0011,2023-08-14,Preferred Service Vendor 011,Standard,4,3953,4.98,1,0.951
VEN0011,2023-08-21,Preferred Service Vendor 011,Standard,4,4453,6.53,1,0.8735
VEN0011,2023-08-28,Preferred Service Vendor 011,Standard,4,4003,6.68,1,0.866
VEN0011,2023-09-04,Preferred Service Vendor 011,Standard,4,6495,3.66,0,1.0
VEN0011,2023-09-11,Preferred Service Vendor 011,Standard,4,4650,4.55,1,0.9725
VEN0011,2023-09-18,Preferred Service Vendor 011,Standard,4,4554,5.21,1,0.9395
VEN0011,2023-09-25,Preferred Service Vendor 011,Standard,4,2839,4.61,1,0.9695
VEN0011,2023-10-02,Preferred Service Vendor 011,Standard,4,5156,4.56,1,0.972
VEN0011,2023-10-09,Preferred Service Vendor 011,Standard,4,4828,4.28,1,0.986
VEN0011,2023-10-16,Preferred Service Vendor 011,Standard,4,4716,5.25,1,0.9375
VEN0011,2023-10-23,Preferred Service Vendor 011,Standard,4,3456,5.2,1,0.94
VEN0011,2023-10-30,Preferred Service Vendor 011,Standard,4,3504,3.37,0,1.0
VEN0011,2023-11-06,Preferred Service Vendor 011,Standard,4,5298,5.11,1,0.9445
VEN0011,2023-11-13,Preferred Service Vendor 011,Standard,4,4916,1.76,0,1.0
VEN0011,2023-11-20,Preferred Service Vendor 011,Standard,4,4050,5.51,1,0.9245
VEN0011,2023-11-27,Preferred Service Vendor 011,Standard,4,4005,5.62,1,0.919
