consultant_id,week_start_date,consultant_name,vertical_id,vertical_name,requests_handled,capacity_utilization_pct,profitability_pct,revenue,profit,cost
CONT019,2023-08-21,Global Advisor 019,V06,India,1304,0.8336,0.0919,107152.33,9847.3,97305.03
CONT019,2023-08-28,Global Advisor 019,V06,India,2035,0.7144,0.0526,183372.15,9645.38,173726.77
CONT019,2023-09-04,Global Advisor 019,V06,India,1381,0.7625,0.063,111705.32,7037.44,104667.88
CONT019,2023-09-11,Global Advisor 019,V06,India,2505,0.7933,0.09,325202.39,29268.22,295934.17
CONT019,2023-09-18,Global Advisor 019,V06,India,2540,0.6794,0.0709,240988.94,17086.12,223902.82
CONT019,2023-09-25,Global Advisor 019,V06,India,2886,0.99,0.0723,344070.69,24876.31,319194.38
CONT019,2023-10-02,Global Advisor 019,V06,India,1333,0.7344,0.0789,112266.42,8857.82,103408.6
CONT019,2023-10-09,Global Advisor 019,V06,India,2252,0.6472,0.081,177125.14,14347.14,162778.0
CONT019,2023-10-16,Global Advisor 019,V06,India,2272,0.7243,0.0704,195470.51,13761.12,181709.39
CONT019,2023-10-23,Global Advisor 019,V06,India,2402,0.8018,0.0775,304043.54,23563.37,280480.17
CONT019,2023-10-30,Global Advisor 019,V06,India,1807,0.7836,0.0784,207619.88,16277.4,191342.48
CONT019,2023-11-06,Global Advisor 019,V06,India,1413,0.6932,0.0934,100617.65,9397.69,91219.96
CONT019,2023-11-13,Global Advisor 019,V06,India,2011,0.7549,0.0877,220912.89,19374.06,201538.83
CONT019,2023-11-20,Global Advisor 019,V06,India,2666,0.7381,0.0866,308276.38,26696.73,281579.65
CONT019,2023-11-27,Global Advisor 019,V06,India,2158,0.8927,0.0723,220878.08,15969.49,204908.59
CONT019,2023-12-04,Global Advisor 019,V06,India,3165,0.7426,0.0853,286410.26,24430.8,261979.46
CONT019,2023-12-11,Global Advisor 019,V06,India,1566,0.7434,0.0996,151653.66,15104.7,136548.96
CONT019,2023-12-18,Global Advisor 019,V06,India,2244,0.614,0.0622,289584.57,18012.16,271572.41
CONT019,2023-12-25,Global Advisor 019,V06,India,2184,0.7607,0.0705,174092.98,12273.56,161819.42
CONT019,2024-01-01,Global Advisor 019,V06,India,2232,0.7692,0.0983,276077.15,27138.38,248938.77
CONT019,2024-01-08,Global Advisor 019,V06,India,2354,0.6439,0.0924,278652.31,25747.47,252904.84
CONT019,2024-01-15,Global Advisor 019,V06,India,1650,0.6832,0.0839,218175.43,18304.92,199870.51
CONT019,2024-01-22,Global Advisor 019,V06,India,2483,0.7474,0.0529,206948.54,10947.58,196000.96
CONT019,2024-01-29,Global Advisor 019,V06,India,2295,0.7908,0.0908,303809.57,27585.91,276223.66
CONT019,2024-02-05,Global Advisor 019,V06,India,1778,0.584,0.0719,179034.95,12872.61,166162.34
CONT019,2024-02-12,Global Advisor 019,V06,India,3083,0.5818,0.0646,341475.72,22059.33,319416.39
CONT019,2024-02-19,Global Advisor 019,V06,India,2269,0.7714,0.0977,237578.07,23211.38,214366.69
CONT019,2024-02-26,Global Advisor 019,V06,India,2505,0.7886,0.059,315680.39,18625.14,297055.25
CONT019,2024-03-04,Global Advisor 019,V06,India,2292,0.8352,0.0737,167120.06,12316.75,154803.31
CONT019,2024-03-11,Global Advisor 019,V06,India,1898,0.7287,0.075,215681.9,16176.14,199505.76
CONT019,2024-03-18,Global Advisor 019,V06,India,2845,0.8586,0.0841,376947.33,31701.27,345246.06
CONT019,2024-03-25,Global Advisor 019,V06,India,2656,0.8873,0.0832,259768.87,21612.77,238156.1
CONT019,2024-04-01,Global Advisor 019,V06,India,2625,0.8209,0.0908,211528.14,19206.76,192321.38
CONT019,2024-04-08,Global Advisor 019,V06,India,2480,0.9622,0.0718,183391.15,13167.48,170223.67
CONT019,2024-04-15,Global Advisor 019,V06,India,2851,0.7624,0.087,260941.07,22701.87,238239.2
CONT019,2024-04-22,Global Advisor 019,V06,India,3099,0.9366,0.0789,276962.2,21852.32,255109.88
CONT019,2024-04-29,Global Advisor 019,V06,India,3268,0.7879,0.0639,247221.25,15797.44,231423.81
CONT019,2024-05-06,Global Advisor 019,V06,India,2534,0.7004,0.0826,190147.44,15706.18,174441.26
CONT019,2024-05-13,Global Advisor 019,V06,India,1579,0.7552,0.0879,202810.91,17827.08,184983.83
CONT019,2024-05-20,Global Advisor 019,V06,India,2414,0.889,0.0892,295681.65,26374.8,269306.85
CONT019,2024-05-27,Global Advisor 019,V06,India,2521,0.6224,0.0806,252841.81,20379.05,232462.76
CONT019,2024-06-03,Global Advisor 019,V06,India,2324,0.8217,0.0756,173252.33,13097.88,160154.45
CONT019,2024-06-10,Global Advisor 019,V06,India,1506,0.7459,0.0812,133625.06,10850.35,122774.71
CONT019,2024-06-17,Global Advisor 019,V06,India,1767,0.6358,0.0716,148601.75,10639.89,137961.86
CONT019,2024-06-24,Global Advisor 019,V06,India,2763,0.8745,0.0887,328924.56,29175.61,299748.95
CONT019,2024-07-01,Global Advisor 019,V06,India,2036,0.7843,0.0816,149028.67,12160.74,136867.93
CONT019,2024-07-08,Global Advisor 019,V06,India,2134,0.7042,0.0891,264608.42,23576.61,241031.81
CONT019,2024-07-15,Global Advisor 019,V06,India,2753,0.99,0.0891,334939.58,29843.12,305096.46
CONT019,2024-07-22,Global Advisor 019,V06,India,3275,0.8131,0.0861,295203.19,25416.99,269786.2
CONT019,2024-07-29,Global Advisor 019,V06,India,2430,0.7916,0.082,171300.47,14046.64,157253.83
CONT019,2024-08-05,Global Advisor 019,V06,India,2336,0.6084,0.0696,223425.66,15550.43,207875.23
CONT019,2024-08-12,Global Advisor 019,V06,India,2914,0.6694,0.0804,326973.96,26288.71,300685.25
CONT019,2024-08-19,Global Advisor 019,V06,India,1949,0.8885,0.0785,246581.48,19356.65,227224.83
CONT019,2024-08-26,Global Advisor 019,V06,India,2030,0.7959,0.0965,181869.31,17550.39,164318.92
CONT019,2024-09-02,Global Advisor 019,V06,India,1463,0.7573,0.0924,109317.7,10100.96,99216.74
CONT019,2024-09-09,Global Advisor 019,V06,India,1935,0.923,0.0844,216221.71,18249.11,197972.6
CONT019,2024-09-16,Global Advisor 019,V06,India,1087,0.7979,0.0979,128415.63,12571.89,115843.74
CONT019,2024-09-23,Global Advisor 019,V06,India,2555,0.7629,0.0862,191329.81,16492.63,174837.18
CONT019,2024-09-30,Global Advisor 019,V06,India,2373,0.7773,0.0616,183654.25,11313.1,172341.15
CONT019,2024-10-07,Global Advisor 019,V06,India,1949,0.9719,0.1119,149134.59,16688.16,132446.43
CONT019,2024-10-14,Global Advisor 019,V06,India,2289,0.6535,0.1065,239263.45,25481.56,213781.89
CONT019,2024-10-21,Global Advisor 019,V06,India,1614,0.7444,0.0891,142783.03,12721.97,130061.06
CONT019,2024-10-28,Global Advisor 019,V06,India,2436,0.7809,0.0702,295003.84,20709.27,274294.57
CONT019,2024-11-04,Global Advisor 019,V06,India,1902,0.7851,0.0766,200777.18,15379.53,185397.65
CONT019,2024-11-11,Global Advisor 019,V06,India,2030,0.842,0.0864,211094.7,18238.58,192856.12
CONT019,2024-11-18,Global Advisor 019,V06,India,2391,0.8336,0.0861,258879.83,22289.55,236590.28
CONT019,2024-11-25,Global Advisor 019,V06,India,2323,0.8778,0.0842,241212.93,20310.13,220902.8
CONT019,2024-12-02,Global Advisor 019,V06,India,1886,0.99,0.0588,140189.28,8243.13,131946.15
CONT019,2024-12-09,Global Advisor 019,V06,India,2461,0.8276,0.0869,322348.19,28012.06,294336.13
CONT019,2024-12-16,Global Advisor 019,V06,India,3029,0.7462,0.0918,401310.77,36840.33,364470.44
CONT019,2024-12-23,Global Advisor 019,V06,India,2814,0.8717,0.0735,311844.5,22920.57,288923.93
CONT019,2024-12-30,Global Advisor 019,V06,India,1879,0.7561,0.0994,146508.19,14562.91,131945.28
CONT020,2023-01-02,Global Advisor 020,V04,Middle East,2601,0.7604,0.0874,250440.72,21888.52,228552.2
CONT020,2023-01-09,Global Advisor 020,V04,Middle East,2062,0.763,0.099,247106.77,24463.57,222643.2
CONT020,2023-01-16,Global Advisor 020,V04,Middle East,1590,0.7001,0.106,126728.21,13433.19,113295.02
CONT020,2023-01-23,Global Advisor 020,V04,Middle East,3008,0.6577,0.1053,348809.58,36729.65,312079.93
CONT020,2023-01-30,Global Advisor 020,V04,Middle East,1920,0.8155,0.0666,247499.77,16483.48,231016.29
CONT020,2023-02-06,Global Advisor 020,V04,Middle East,1589,0.6112,0.0838,116317.56,9747.41,106570.15
CONT020,2023-02-13,Global Advisor 020,V04,Middle East,2418,0.7929,0.1035,214510.37,22201.82,192308.55
CONT020,2023-02-20,Global Advisor 020,V04,Middle East,2033,0.6364,0.0773,257952.34,19939.72,238012.62
CONT020,2023-02-27,Global Advisor 020,V04,Middle East,2052,0.7787,0.1065,247499.54,26358.7,221140.84
CONT020,2023-03-06,Global Advisor 020,V04,Middle East,2893,0.7778,0.0778,371353.72,28891.32,342462.4
CONT020,2023-03-13,Global Advisor 020,V04,Middle East,3385,0.7097,0.1128,285211.04,32171.81,253039.23
CONT020,2023-03-20,Global Advisor 020,V04,Middle East,2695,0.9528,0.0979,228591.33,22379.09,206212.24
CONT020,2023-03-27,Global Advisor 020,V04,Middle East,2976,0.6365,0.0921,227048.56,20911.17,206137.39
CONT020,2023-04-03,Global Advisor 020,V04,Middle East,2167,0.7182,0.0949,272644.58,25873.97,246770.61
CONT020,2023-04-10,Global Advisor 020,V04,Middle East,1779,0.8125,0.079,232859.94,18395.94,214464.0
CONT020,2023-04-17,Global Advisor 020,V04,Middle East,2199,0.7102,0.0921,268796.42,24756.15,244040.27
CONT020,2023-04-24,Global Advisor 020,V04,Middle East,3054,0.6818,0.0694,226988.37,15752.99,211235.38
CONT020,2023-05-01,Global Advisor 020,V04,Middle East,3781,0.9064,0.0792,281170.85,22268.73,258902.12
CONT020,2023-05-08,Global Advisor 020,V04,Middle East,2510,0.7137,0.095,284650.71,27041.82,257608.89
CONT020,2023-05-15,Global Advisor 020,V04,Middle East,2375,0.8047,0.1052,269735.24,28376.15,241359.09
CONT020,2023-05-22,Global Advisor 020,V04,Middle East,2508,0.7486,0.0866,215124.8,18629.81,196494.99
CONT020,2023-05-29,Global Advisor 020,V04,Middle East,1331,0.7144,0.0778,164265.71,12779.87,151485.84
CONT020,2023-06-05,Global Advisor 020,V04,Middle East,2098,0.5686,0.0817,175685.18,14353.48,161331.7
CONT020,2023-06-12,Global Advisor 020,V04,Middle East,1157,0.7357,0.1108,85689.11,9494.35,76194.76
CONT020,2023-06-19,Global Advisor 020,V04,Middle East,2000,0.7941,0.1102,248269.17,27359.26,220909.91
CONT020,2023-06-26,Global Advisor 020,V04,Middle East,2450,0.7253,0.082,207950.0,17051.9,190898.1
CONT020,2023-07-03,Global Advisor 020,V04,Middle East,1821,0.7608,0.1043,187793.46,19586.86,168206.6
CONT020,2023-07-10,Global Advisor 020,V04,Middle East,1590,0.7163,0.0854,193014.32,16483.42,176530.9
CONT020,2023-07-17,Global Advisor 020,V04,Middle East,2389,0.8411,0.0914,292369.8,26722.6,265647.2
CONT020,2023-07-24,Global Advisor 020,V04,Middle East,2166,0.8939,0.0804,173594.89,13957.03,159637.86
CONT020,2023-07-31,Global Advisor 020,V04,Middle East,2632,0.7298,0.0723,242873.06,17559.72,225313.34
CONT020,2023-08-07,Global Advisor 020,V04,Middle East,1921,0.7296,0.0923,239259.2,22083.62,217175.58
CONT020,2023-08-14,Global Advisor 020,V04,Middle East,1863,0.6627,0.0956,199576.58,19079.52,180497.06
CONT020,2023-08-21,Global Advisor 020,V04,Middle East,1788,0.8065,0.094,207358.94,19491.74,187867.2
CONT020,2023-08-28,Global Advisor 020,V04,Middle East,2822,0.7842,0.0767,249010.62,19099.11,229911.51
CONT020,2023-09-04,Global Advisor 020,V04,Middle East,1310,0.7506,0.0779,159150.19,12397.8,146752.39
CONT020,2023-09-11,Global Advisor 020,V04,Middle East,1414,0.861,0.0857,136640.72,11710.11,124930.61
CONT020,2023-09-18,Global Advisor 020,V04,Middle East,2079,0.9112,0.0914,152439.44,13932.96,138506.48
CONT020,2023-09-25,Global Advisor 020,V04,Middle East,2483,0.8708,0.0785,285156.95,22384.82,262772.13
CONT020,2023-10-02,Global Advisor 020,V04,Middle East,2051,0.9062,0.1024,230419.02,23594.91,206824.11
CONT020,2023-10-09,Global Advisor 020,V04,Middle East,3085,0.7251,0.111,391366.79,43441.71,347925.08
CONT020,2023-10-16,Global Advisor 020,V04,Middle East,1652,0.6615,0.0903,130460.32,11780.57,118679.75
CONT020,2023-10-23,Global Advisor 020,V04,Middle East,1223,0.8585,0.099,98549.88,9756.44,88793.44
CONT020,2023-10-30,Global Advisor 020,V04,Middle East,2694,0.8396,0.0774,297513.3,23027.53,274485.77
CONT020,2023-11-06,Global Advisor 020,V04,Middle East,1863,0.9391,0.1047,182075.1,19063.26,163011.84
CONT020,2023-11-13,Global Advisor 020,V04,Middle East,2211,0.6924,0.0602,224145.23,13493.54,210651.69
CONT020,2023-11-20,Global Advisor 020,V04,Middle East,2176,0.7934,0.0939,219738.11,20633.41,199104.7
CONT020,2023-11-27,Global Advisor 020,V04,Middle East,2769,0.9797,0.0948,334313.76,31692.94,302620.82
CONT020,2023-12-04,Global Advisor 020,V04,Middle East,1929,0.99,0.0974,218976.6,21328.32,197648.28
CONT020,2023-12-11,Global Advisor 020,V04,Middle East,2574,0.9164,0.0843,199658.81,16831.24,182827.57
CONT020,2023-12-18,Global Advisor 020,V04,Middle East,2422,0.8109,0.0948,228275.89,21640.55,206635.34
CONT020,2023-12-25,Global Advisor 020,V04,Middle East,1708,0.7755,0.0783,172422.25,13500.66,158921.59
CONT020,2024-01-01,Global Advisor 020,V04,Middle East,2304,0.7426,0.0883,238629.34,21070.97,217558.37
CONT020,2024-01-08,Global Advisor 020,V04,Middle East,2200,0.8871,0.0973,215343.81,20952.95,194390.86
CONT020,2024-01-15,Global Advisor 020,V04,Middle East,2748,0.7505,0.089,299489.72,26654.59,272835.13
CONT020,2024-01-22,Global Advisor 020,V04,Middle East,3079,0.754,0.0974,257007.9,25032.57,231975.33
CONT020,2024-01-29,Global Advisor 020,V04,Middle East,1618,0.9278,0.086,210595.66,18111.23,192484.43
CONT020,2024-02-05,Global Advisor 020,V04,Middle East,2780,0.5963,0.0888,252990.36,22465.54,230524.82
CONT020,2024-02-12,Global Advisor 020,V04,Middle East,2341,0.8206,0.0911,256411.11,23359.05,233052.06
CONT020,2024-02-19,Global Advisor 020,V04,Middle East,2490,0.7437,0.0794,281220.33,22328.89,258891.44
CONT020,2024-02-26,Global Advisor 020,V04,Middle East,2783,0.7271,0.0807,313092.76,25266.59,287826.17
CONT020,2024-03-04,Global Advisor 020,V04,Middle East,1668,0.6718,0.1078,154819.38,16689.53,138129.85
CONT020,2024-03-11,Global Advisor 020,V04,Middle East,2681,0.8152,0.0971,314595.57,30547.23,284048.34
CONT020,2024-03-18,Global Advisor 020,V04,Middle East,3164,0.8411,0.0846,299217.98,25313.84,273904.14
CONT020,2024-03-25,Global Advisor 020,V04,Middle East,1811,0.8556,0.106,216418.3,22940.34,193477.96
CONT020,2024-04-01,Global Advisor 020,V04,Middle East,1698,0.8839,0.0828,150781.79,12484.73,138297.06
CONT020,2024-04-08,Global Advisor 020,V04,Middle East,2555,0.99,0.0942,343967.23,32401.71,311565.52
CONT020,2024-04-15,Global Advisor 020,V04,Middle East,2501,0.7698,0.0687,305120.0,20961.74,284158.26
CONT020,2024-04-22,Global Advisor 020,V04,Middle East,2613,0.947,0.102,346254.3,35317.94,310936.36
CONT020,2024-04-29,Global Advisor 020,V04,Middle East,2033,0.7055,0.0789,238817.99,18842.74,219975.25
CONT020,2024-05-06,Global Advisor 020,V04,Middle East,2589,0.8786,0.0834,288228.08,24038.22,264189.86
CONT020,2024-05-13,Global Advisor 020,V04,Middle East,2409,0.5516,0.092,321223.83,29552.59,291671.24
CONT020,2024-05-20,Global Advisor 020,V04,Middle East,1898,0.9337,0.0958,170280.23,16312.85,153967.38
CONT020,2024-05-27,Global Advisor 020,V04,Middle East,1629,0.9129,0.0997,175603.5,17507.67,158095.83
CONT020,2024-06-03,Global Advisor 020,V04,Middle East,2781,0.6624,0.0966,318417.84,30759.16,287658.68
CONT020,2024-06-10,Global Advisor 020,V04,Middle East,2290,0.8071,0.099,277216.55,27444.44,249772.11
CONT020,2024-06-17,Global Advisor 020,V04,Middle East,700,0.623,0.0854,54125.67,4622.33,49503.34
CONT020,2024-06-24,Global Advisor 020,V04,Middle East,3043,0.8741,0.0689,337244.54,23236.15,314008.39
CONT020,2024-07-01,Global Advisor 020,V04,Middle East,2376,0.877,0.0663,278717.65,18478.98,260238.67
CONT020,2024-07-08,Global Advisor 020,V04,Middle East,2544,0.7693,0.1018,191571.22,19501.95,172069.27
CONT020,2024-07-15,Global Advisor 020,V04,Middle East,2131,0.5892,0.0983,158984.47,15628.17,143356.3
CONT020,2024-07-22,Global Advisor 020,V04,Middle East,1777,0.8207,0.0894,169348.2,15139.73,154208.47
CONT020,2024-07-29,Global Advisor 020,V04,Middle East,2443,0.6695,0.0923,260775.31,24069.56,236705.75
CONT020,2024-08-05,Global Advisor 020,V04,Middle East,2740,0.9759,0.0893,312665.71,27921.05,284744.66
CONT020,2024-08-12,Global Advisor 020,V04,Middle East,2935,0.7914,0.0958,385373.25,36918.76,348454.49
CONT020,2024-08-19,Global Advisor 020,V04,Middle East,2258,0.8477,0.0927,231531.27,21462.95,210068.32
CONT020,2024-08-26,Global Advisor 020,V04,Middle East,1971,0.827,0.0856,162910.15,13945.11,148965.04
CONT020,2024-09-02,Global Advisor 020,V04,Middle East,2053,0.8784,0.0955,261510.11,24974.22,236535.89
CONT020,2024-09-09,Global Advisor 020,V04,Middle East,1561,0.7658,0.0737,115502.98,8512.57,106990.41
CONT020,2024-09-16,Global Advisor 020,V04,Middle East,1529,0.7966,0.089,111716.8,9942.8,101774.0
CONT020,2024-09-23,Global Advisor 020,V04,Middle East,1909,0.7396,0.1024,179897.94,18421.55,161476.39
CONT020,2024-09-30,Global Advisor 020,V04,Middle East,1828,0.9056,0.0744,233035.78,17337.86,215697.92
CONT020,2024-10-07,Global Advisor 020,V04,Middle East,2158,0.645,0.0808,285697.38,23084.35,262613.03
CONT020,2024-10-14,Global Advisor 020,V04,Middle East,2688,0.8134,0.1071,287094.78,30747.85,256346.93
CONT020,2024-10-21,Global Advisor 020,V04,Middle East,2267,0.8152,0.0974,237759.38,23157.76,214601.62
CONT020,2024-10-28,Global Advisor 020,V04,Middle East,1240,0.8229,0.0927,163229.33,15131.36,148097.97
CONT020,2024-11-04,Global Advisor 020,V04,Middle East,1709,0.924,0.1084,194126.75,21043.34,173083.41
CONT020,2024-11-11,Global Advisor 020,V04,Middle East,1331,0.7236,0.0968,157114.55,15208.69,141905.86
CONT020,2024-11-18,Global Advisor 020,V04,Middle East,2211,0.7788,0.0866,172715.98,14957.2,157758.78
CONT020,2024-11-25,Global Advisor 020,V04,Middle East,1729,0.9053,0.0882,159485.23,14066.6,145418.63
CONT020,2024-12-02,Global Advisor 020,V04,Middle East,2091,0.6829,0.0866,248554.05,21524.78,227029.27
CONT020,2024-12-09,Global Advisor 020,V04,Middle East,1566,0.7448,0.0796,196930.74,15675.69,181255.05
CONT020,2024-12-16,Global Advisor 020,V04,Middle East,1670,0.756,0.0805,197412.05,15891.67,181520.38
CONT020,2024-12-23,Global Advisor 020,V04,Middle East,1889,0.8499,0.0966,171777.47,16593.7,155183.77
CONT020,2024-12-30,Global Advisor 020,V04,Middle East,1187,0.6717,0.0966,134575.47,12999.99,121575.48
CONT021,2023-01-02,Global Advisor 021,V05,APAC,2029,0.7957,0.0982,246387.78,24195.28,222192.5
CONT021,2023-01-09,Global Advisor 021,V05,APAC,2241,0.7052,0.1264,191399.56,24192.9,167206.66
CONT021,2023-01-16,Global Advisor 021,V05,APAC,2223,0.9707,0.13,199435.17,25926.57,173508.6
CONT021,2023-01-23,Global Advisor 021,V05,APAC,2198,0.7873,0.1146,193107.8,22130.15,170977.65
CONT021,2023-01-30,Global Advisor 021,V05,APAC,2262,0.8995,0.1178,242215.64,28533.0,213682.64
CONT021,2023-02-06,Global Advisor 021,V05,APAC,2628,0.99,0.1153,354615.36,40887.15,313728.21
CONT021,2023-02-13,Global Advisor 021,V05,APAC,1861,0.9554,0.1067,144373.76,15404.68,128969.08
CONT021,2023-02-20,Global Advisor 021,V05,APAC,3420,0.9005,0.0916,457785.85,41933.18,415852.67
CONT021,2023-02-27,Global Advisor 021,V05,APAC,2782,0.8066,0.1141,342626.76,39093.71,303533.05
CONT021,2023-03-06,Global Advisor 021,V05,APAC,2522,0.9299,0.078,254356.12,19839.78,234516.34
CONT021,2023-03-13,Global Advisor 021,V05,APAC,2019,0.6392,0.1375,269922.01,37114.28,232807.73
CONT021,2023-03-20,Global Advisor 021,V05,APAC,1651,0.8133,0.1113,144884.68,16125.66,128759.02
CONT021,2023-03-27,Global Advisor 021,V05,APAC,2322,0.8148,0.1019,294960.97,30056.52,264904.45
CONT021,2023-04-03,Global Advisor 021,V05,APAC,1878,0.84,0.1113,167691.24,18664.04,149027.2
CONT021,2023-04-10,Global Advisor 021,V05,APAC,2679,0.6185,0.0915,218742.57,20014.95,198727.62
CONT021,2023-04-17,Global Advisor 021,V05,APAC,2226,0.9159,0.093,196266.61,18252.79,178013.82
CONT021,2023-04-24,Global Advisor 021,V05,APAC,2458,0.7097,0.0856,234281.01,20054.45,214226.56
CONT021,2023-05-01,Global Advisor 021,V05,APAC,2782,0.8371,0.1106,301991.19,33400.23,268590.96
CONT021,2023-05-08,Global Advisor 021,V05,APAC,3227,0.99,0.1225,276482.8,33869.14,242613.66
CONT021,2023-05-15,Global Advisor 021,V05,APAC,2115,0.6066,0.103,224753.19,23149.58,201603.61
CONT021,2023-05-22,Global Advisor 021,V05,APAC,2120,0.9432,0.1084,241515.99,26180.33,215335.66
CONT021,2023-05-29,Global Advisor 021,V05,APAC,2544,0.7966,0.1071,280664.37,30059.15,250605.22
CONT021,2023-06-05,Global Advisor 021,V05,APAC,1801,0.7077,0.0921,241852.2,22274.59,219577.61
CONT021,2023-06-12,Global Advisor 021,V05,APAC,2176,0.631,0.1073,232278.79,24923.51,207355.28
CONT021,2023-06-19,Global Advisor 021,V05,APAC,3005,0.9223,0.0943,325390.4,30684.31,294706.09
CONT021,2023-06-26,Global Advisor 021,V05,APAC,1870,0.6106,0.1233,177648.19,21904.02,155744.17
CONT021,2023-07-03,Global Advisor 021,V05,APAC,1539,0.6407,0.1109,128365.15,14235.7,114129.45
CONT021,2023-07-10,Global Advisor 021,V05,APAC,1718,0.9589,0.1199,206344.16,24740.66,181603.5
CONT021,2023-07-17,Global Advisor 021,V05,APAC,1707,0.9146,0.1156,173775.36,20088.43,153686.93
CONT021,2023-07-24,Global Advisor 021,V05,APAC,1953,0.801,0.1179,172325.69,20317.2,152008.49
CONT021,2023-07-31,Global Advisor 021,V05,APAC,1172,0.99,0.1095,93770.38,10267.86,83502.52
CONT021,2023-08-07,Global Advisor 021,V05,APAC,2443,0.7217,0.1389,294734.78,40938.66,253796.12
CONT021,2023-08-14,Global Advisor 021,V05,APAC,1685,0.8505,0.1209,209343.77,25309.66,184034.11
CONT021,2023-08-21,Global Advisor 021,V05,APAC,1766,0.8306,0.1287,200400.0,25791.48,174608.52
CONT021,2023-08-28,Global Advisor 021,V05,APAC,2035,0.7699,0.1024,189137.66,19367.7,169769.96
CONT021,2023-09-04,Global Advisor 021,V05,APAC,1976,0.9601,0.1044,197091.47,20576.35,176515.12
CONT021,2023-09-11,Global Advisor 021,V05,APAC,1755,0.8264,0.1151,211727.02,24369.78,187357.24
CONT021,2023-09-18,Global Advisor 021,V05,APAC,2083,0.6778,0.1074,270354.53,29036.08,241318.45
CONT021,2023-09-25,Global Advisor 021,V05,APAC,1434,0.9805,0.1171,165060.6,19328.6,145732.0
CONT021,2023-10-02,Global Advisor 021,V05,APAC,1516,0.99,0.1081,107890.1,11662.92,96227.18
CONT021,2023-10-09,Global Advisor 021,V05,APAC,2569,0.7364,0.1115,304228.52,33921.48,270307.04
CONT021,2023-10-16,Global Advisor 021,V05,APAC,1865,0.6373,0.116,192618.46,22343.74,170274.72
CONT021,2023-10-23,Global Advisor 021,V05,APAC,1716,0.7774,0.1175,153694.23,18059.07,135635.16
CONT021,2023-10-30,Global Advisor 021,V05,APAC,2035,0.8224,0.1036,169260.54,17535.39,151725.15
CONT021,2023-11-06,Global Advisor 021,V05,APAC,2619,0.8883,0.113,297470.77,33614.2,263856.57
CONT021,2023-11-13,Global Advisor 021,V05,APAC,2520,0.6814,0.0898,334361.28,30025.64,304335.64
CONT021,2023-11-20,Global Advisor 021,V05,APAC,2391,0.6033,0.1104,264155.95,29162.82,234993.13
CONT021,2023-11-27,Global Advisor 021,V05,APAC,2291,0.9765,0.1008,166731.37,16806.52,149924.85
CONT021,2023-12-04,Global Advisor 021,V05,APAC,2789,0.8095,0.0993,257607.67,25580.44,232027.23
CONT021,2023-12-11,Global Advisor 021,V05,APAC,1721,0.6826,0.1191,137259.03,16347.55,120911.48
CONT021,2023-12-18,Global Advisor 021,V05,APAC,2030,0.8171,0.1185,152743.09,18100.06,134643.03
CONT021,2023-12-25,Global Advisor 021,V05,APAC,2250,0.861,0.0963,183677.5,17688.14,165989.36
CONT021,2024-01-01,Global Advisor 021,V05,APAC,1478,0.7974,0.1139,193724.54,22065.23,171659.31
CONT021,2024-01-08,Global Advisor 021,V05,APAC,1612,0.6727,0.1048,189902.86,19901.82,170001.04
CONT021,2024-01-15,Global Advisor 021,V05,APAC,1358,0.7076,0.1168,157120.98,18351.73,138769.25
CONT021,2024-01-22,Global Advisor 021,V05,APAC,2623,0.6371,0.1097,211601.7,23212.71,188388.99
CONT021,2024-01-29,Global Advisor 021,V05,APAC,2924,0.776,0.1168,257433.78,30068.27,227365.51
CONT021,2024-02-05,Global Advisor 021,V05,APAC,1867,0.7149,0.1114,142081.52,15827.88,126253.64
CONT021,2024-02-12,Global Advisor 021,V05,APAC,1340,0.6888,0.1074,96660.76,10381.37,86279.39
CONT021,2024-02-19,Global Advisor 021,V05,APAC,2653,0.6438,0.0884,212200.86,18758.56,193442.3
CONT021,2024-02-26,Global Advisor 021,V05,APAC,2098,0.9443,0.1115,247881.07,27638.74,220242.33
CONT021,2024-03-04,Global Advisor 021,V05,APAC,1538,0.99,0.1142,169574.2,19365.37,150208.83
CONT021,2024-03-11,Global Advisor 021,V05,APAC,2375,0.9553,0.1031,260211.96,26827.85,233384.11
CONT021,2024-03-18,Global Advisor 021,V05,APAC,2757,0.6962,0.1312,294305.29,38612.85,255692.44
CONT021,2024-03-25,Global Advisor 021,V05,APAC,2931,0.99,0.1109,280014.88,31053.65,248961.23
CONT021,2024-04-01,Global Advisor 021,V05,APAC,2346,0.972,0.1287,240204.83,30914.36,209290.47
CONT021,2024-04-08,Global Advisor 021,V05,APAC,2021,0.9016,0.1029,169281.72,17419.09,151862.63
CONT021,2024-04-15,Global Advisor 021,V05,APAC,2584,0.99,0.1093,307402.74,33599.12,273803.62
CONT021,2024-04-22,Global Advisor 021,V05,APAC,2202,0.8637,0.1175,260783.34,30642.04,230141.3
CONT021,2024-04-29,Global Advisor 021,V05,APAC,2307,0.8238,0.1125,181100.36,20373.79,160726.57
CONT021,2024-05-06,Global Advisor 021,V05,APAC,2200,0.8987,0.1105,180027.49,19893.04,160134.45
CONT021,2024-05-13,Global Advisor 021,V05,APAC,2392,0.5274,0.1245,272785.86,33961.84,238824.02
CONT021,2024-05-20,Global Advisor 021,V05,APAC,2041,0.8495,0.0914,183993.63,16817.02,167176.61
